교육청코드,학교코드,학교명,급식일자,식사명,급식식단
B10,7021105,서울이문초등학교,20250618,중식,발아현미밥 <br/>카레소스(닭고기)* (2.5.6.12.13.15.16.18)<br/>비름나물무침 (5.6)<br/>명엽채볶음 (5.6.13)<br/>배추김치* (9)<br/>베리주스 <br/>고르곤졸라피자g (2.5.6.12.13)<br/>우유(급식) (2)
